Fecha	EdBxCdR	EdBxAdM	EPxCdR	EPxAdM	ROA	ROE	AdMF	RdS	CadCxCdR	CadCxAdM	CodCxCdR	CodCxAdM	L
feb-11	1,356658432	1,376885083	0,18382249	0,071902624	0,014151888	0,114727028	0,715991637	0,147012233	0,076232617	0,029927301	0,625908539	1,594351798	0,118906379
mar-11	1,363561762	1,383032595	0,185525867	0,082596594	0,025385256	0,208347007	0,618292324	0,146235349	0,073941724	0,029443399	0,64361658	1,616325587	0,115830021
abr-11	1,366553878	1,386441902	0,174525297	0,068717296	0,023993679	0,194186706	0,626929024	0,144691257	0,072327082	0,029815186	0,654138152	1,586839137	0,102067519
may-11	1,36094087	1,38073446	0,165071264	0,059754762	0,023343837	0,186805353	0,634717419	0,142577048	0,071831274	0,028092554	0,645644607	1,650881407	0,109957429
jun-11	1,363273384	1,383127875	0,175028268	0,069686144	0,02280298	0,180727366	0,6353656	0,142271673	0,070820247	0,027250447	0,651320004	1,692693123	0,107259561
jul-11	1,360894987	1,380172434	0,163924512	0,062151583	0,022144684	0,173768121	0,641940737	0,146091171	0,070457166	0,028447149	0,652851535	1,616965864	0,098484513
ago-11	1,353990692	1,373210219	0,163283673	0,060526243	0,021746877	0,169349189	0,644072176	0,143893937	0,069020545	0,0278397	0,663514375	1,644993429	0,105839705
sep-11	1,35937772	1,37777327	0,155446179	0,056063403	0,022172309	0,171819489	0,641589327	0,141215149	0,068007841	0,027795994	0,665995534	1,629476454	0,096881298
oct-11	1,356276533	1,374105811	0,158454743	0,063541196	0,022069666	0,169793058	0,644311514	0,14095884	0,067049296	0,028610304	0,672923287	1,577020374	0,096131021
nov-11	1,357072698	1,375455206	0,187046977	0,087386502	0,021556721	0,165051792	0,650532045	0,138509211	0,067832692	0,027518673	0,658064255	1,622108382	0,097880018
dic-11	1,367082954	1,385597048	0,168863405	0,071637202	0,021406795	0,162742015	0,655530185	0,142273058	0,065578065	0,024662879	0,684046244	1,818864281	0,108195652
ene-12	1,349431832	1,367076027	0,166525749	0,075012623	0,018068036	0,139091102	0,664295302	0,155452377	0,066567732	0,026915388	0,686376671	1,697561943	0,106467461
feb-12	1,357813533	1,375846236	0,160724848	0,070990346	0,019602496	0,147896155	0,655444474	0,160977512	0,066717314	0,02803573	0,684663071	1,629309495	0,110183318
mar-12	1,362809349	1,381257274	0,162232642	0,067731139	0,027057765	0,207603676	0,60204625	0,152738137	0,069203019	0,027969632	0,658689647	1,629742979	0,111789504
abr-12	1,367500235	1,385763113	0,15880558	0,06669422	0,025266011	0,191628872	0,61657279	0,153326383	0,067373741	0,029338079	0,671314776	1,541647902	0,102460843
may-12	1,358697488	1,376882782	0,159709499	0,067757454	0,023591385	0,177001427	0,63404328	0,151570991	0,066822168	0,028668977	0,679280863	1,583280096	0,101893938
jun-12	1,358063235	1,375969215	0,166843443	0,074923123	0,022705251	0,169395164	0,640544341	0,149893127	0,068284056	0,028243403	0,663798233	1,604864509	0,078301301
jul-12	1,34541126	1,362794159	0,166061834	0,077547889	0,021710377	0,160616825	0,648093485	0,158772254	0,066977893	0,029100482	0,676006142	1,555900917	0,075887489
ago-12	1,350731223	1,36788784	0,152185069	0,065025785	0,021181166	0,155592428	0,652362995	0,15631905	0,067122977	0,028654226	0,679031547	1,590642151	0,097568734
sep-12	1,356442938	1,373090706	0,141667125	0,055625884	0,02136144	0,156324593	0,65112891	0,157695102	0,064923087	0,028740202	0,698038075	1,576842982	0,098012491
oct-12	1,347543067	1,363798814	0,147499824	0,063683824	0,020837522	0,151681489	0,655560121	0,157411224	0,064978438	0,028594047	0,696537273	1,582843591	0,104459701
nov-12	1,354679125	1,371012747	0,159325753	0,076022366	0,020672875	0,149676648	0,657141381	0,154854999	0,063864595	0,029254501	0,702449831	1,533496452	0,109225853
dic-12	1,367203032	1,384736229	0,161181243	0,072736078	0,020924431	0,150684111	0,663232082	0,153242418	0,065099903	0,027890478	0,69604029	1,62464605	0,110656315
ene-13	1,347986297	1,364943492	0,165904214	0,079988905	0,018465419	0,138375381	0,661665817	0,170099244	0,066994324	0,029684946	0,681161731	1,537276522	0,11143174
feb-13	1,341086599	1,358077947	0,158336506	0,072285581	0,023464265	0,176550717	0,619946213	0,173289058	0,068442426	0,030103851	0,665794769	1,513713631	0,12476175
mar-13	1,347452398	1,364220852	0,169640921	0,08130664	0,027238949	0,208444506	0,595712494	0,167799206	0,06860155	0,031795793	0,667911037	1,441062723	0,128208173
abr-13	1,341276591	1,357822946	0,152730233	0,064575749	0,025480023	0,194525933	0,609302117	0,166609126	0,067646243	0,032014749	0,679656903	1,436095457	0,130201795
may-13	1,333380061	1,349726724	0,159754095	0,070651537	0,02258792	0,171906161	0,635134707	0,163917913	0,067125457	0,030450196	0,677935034	1,494463266	0,124378177
jun-13	1,34692366	1,363846571	0,156900065	0,063538548	0,019727231	0,150006951	0,669050309	0,162064978	0,068542238	0,029559138	0,657786595	1,525286899	0,116890849
jul-13	1,335087463	1,351627144	0,158376523	0,067233774	0,019459271	0,147924619	0,668622214	0,16530194	0,067289568	0,02908212	0,671588713	1,553907141	0,121343535
ago-13	1,346127074	1,362380532	0,142845516	0,056844477	0,018753462	0,141650272	0,675317471	0,14746491	0,067730516	0,029647042	0,664136021	1,517260149	0,122151892
sep-13	1,341689771	1,358481596	0,14422223	0,055427203	0,018784168	0,141065743	0,675145298	0,151120249	0,066983696	0,029600634	0,669194801	1,514330444	0,110346444
oct-13	1,339855691	1,356579975	0,147909048	0,059703289	0,018250422	0,136207053	0,678261002	0,142145624	0,066373326	0,029318634	0,674008867	1,525862729	0,096478387
nov-13	1,353325588	1,369950953	0,154071476	0,067165171	0,017846484	0,132461154	0,682278889	0,141760784	0,066159426	0,029958468	0,67321927	1,486718199	0,105408653
dic-13	1,365205264	1,382356631	0,150228978	0,063797571	0,017766145	0,130858011	0,686194424	0,146815701	0,064866466	0,027911205	0,69096837	1,605830933	0,097947678
ene-14	1,34691576	1,363659103	0,173325285	0,087943245	0,013110757	0,09725931	0,698625036	0,144043859	0,065269752	0,029142077	0,688586861	1,542233716	0,101351614
feb-14	1,34390191	1,359994126	0,162946435	0,078724799	0,015246297	0,114608812	0,682032247	0,143176702	0,064148012	0,029657594	0,694735264	1,502680421	0,102281221
mar-14	1,358647243	1,374953867	0,15479229	0,072572729	0,022687841	0,171748051	0,607781819	0,154980373	0,064993442	0,030439661	0,685696243	1,464068818	0,103382295
abr-14	1,350030911	1,36591415	0,16586371	0,08570189	0,020717325	0,154669922	0,625661515	0,153994904	0,064550715	0,030912438	0,687862954	1,436381237	0,091105904
may-14	1,35252423	1,368118521	0,149631028	0,071783278	0,019474421	0,143620778	0,641507744	0,153115519	0,064406732	0,030494946	0,689352347	1,455943935	0,073549015
jun-14	1,359392145	1,375103884	0,146371782	0,066647323	0,019048776	0,139762324	0,648941826	0,149577963	0,065908558	0,030684742	0,671220341	1,441731676	0,077905935
jul-14	1,348752767	1,36452588	0,153835384	0,074111378	0,018439922	0,134380055	0,654724131	0,1493	0,065197213	0,029891338	0,679470631	1,482021032	0,073461254
ago-14	1,355888617	1,371586537	0,14342922	0,064166325	0,018354605	0,133048681	0,656554624	0,1502	0,065360229	0,030888593	0,678225231	1,435123843	0,075758068
sep-14	1,359016056	1,374851519	0,148975551	0,068735303	0,018197776	0,131332402	0,65836304	0,1526	0,065840716	0,030635112	0,671117747	1,442360437	0,073389364
oct-14	1,347859902	1,363200578	0,156574724	0,077902548	0,018190525	0,130782241	0,657549126	0,1513	0,064992272	0,030348373	0,680025526	1,456302271	
nov-14	1,365008578	1,379783877	0,16180707	0,087401716	0,017574032	0,125775733	0,665625833	0,1527	0,064460392	0,030598522	0,679505232	1,43148002	
dic-14	1,364482635	1,379740807	0,155721776	0,078885431	0,019194324	0,136772378	0,662046814	0,1511	0,064314561	0,029142438	0,681779012	1,504620782	
